;Order date;Order type;Workflow status;Business Partner;Container;Front Office Domicile Country;Money Account (-) (leg 1);Money Account (+) (leg 1);Money Account (-) (leg 2);Money Account (+) (leg 2);Bank buys (leg 1);Bank buys (leg 2);Bank sells leg 1;Bank sells leg 2;Asset leg 1;Asset leg 2;Trade date;Value date leg 1;Value date leg 2
132691706;05.07.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 10000000;CHF 9638120;CHF 9642300;USD 10000000;FX Swap Near Leg - USD/CHF, 06.07.17 (1005155);FX Swap Far Leg - USD/CHF, 13.07.17 (1005156);04.07.2017;06.07.2017;13.07.2017
132680377;04.07.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 10928700;CHF 10929120;EUR 10000000;FX Swap Near Leg - EUR/CHF, 03.07.17 (1005052);FX Swap Far Leg - EUR/CHF, 05.07.17 (1005053);03.07.2017;03.07.2017;05.07.2017
132642044;01.07.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 10934108;CHF 10935108;EUR 10000000;FX Swap Near Leg - EUR/CHF, 30.06.17 (1002956);FX Swap Far Leg - EUR/CHF, 03.07.17 (1002957);30.06.2017;30.06.2017;03.07.2017
132639857;30.06.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 11420940;EUR 10000000;EUR 10000000;USD 11442330;FX Swap Near Leg - EUR/USD, 30.06.17 (1002931);FX Swap Far Leg - EUR/USD, 03.08.17 (1002932);29.06.2017;30.06.2017;03.08.2017
132634255;29.06.2017;FX swap;Reversed;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 15000000;USD 17019390;USD 16990200;EUR 15000000;FX Swap Near Leg - EUR/USD, 28.06.17 (1002917);FX Swap Far Leg - EUR/USD, 28.06.17 (1002918);28.06.2017;30.06.2017;31.07.2017
132634367;29.06.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 16990200;EUR 15000000;EUR 15000000;USD 17019390;FX Swap Near Leg - EUR/USD, 30.06.17 (1002921);FX Swap Far Leg - EUR/USD, 31.07.17 (1002922);28.06.2017;30.06.2017;31.07.2017
132610566;23.06.2017;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 11160000;EUR 10000000;EUR 10000000;USD 11179500;FX Swap Near Leg - EUR/USD, 26.06.17 (1002816);FX Swap Far Leg - EUR/USD, 26.07.17 (1002817);22.06.2017;26.06.2017;26.07.2017
132608794;22.06.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 12000000;CHF 13022523.6;CHF 13022676;EUR 12000000;FX Swap Near Leg - EUR/CHF, 21.06.17 (1002780);FX Swap Far Leg - EUR/CHF, 22.06.17 (1002781);21.06.2017;21.06.2017;22.06.2017
132606144;21.06.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 9207128.16;CHF 10000000;CHF 10000000;EUR 9207128.16;FX Swap Near Leg - EUR/CHF, 20.06.17 (1002750);FX Swap Far Leg - EUR/CHF, 21.06.17 (1002751);20.06.2017;20.06.2017;21.06.2017
132599670;20.06.2017;FX swap;Done;RAIFFEISEN BANK INT. AT;0001153.3003 AUX Interim money trading (23);;0001153.MM MACC.SETTLE.IN.USD recon_settle;0001153.MM MACC.SETTLE.OUT.EUR recon_settle;0001153.MM MACC.SETTLE.IN.EUR recon_settle;0001153.MM MACC.SETTLE.OUT.USD recon_settle;USD 11180000;EUR 10000000;EUR 10000000;USD 11202000;FX Swap Near Leg - EUR/USD, 19.06.17 (1002713);FX Swap Far Leg - EUR/USD, 21.07.17 (1002714);19.06.2017;19.06.2017;21.07.2017
132518314;16.06.2017;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 11178780;EUR 10000000;EUR 10000000;USD 11200480;FX Swap Near Leg - EUR/USD, 15.06.17 (1002650);FX Swap Far Leg - EUR/USD, 19.07.17 (1002651);15.06.2017;15.06.2017;19.07.2017
132514573;13.06.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 1000000;CHF 1084985;CHF 1085080;EUR 1000000;FX Swap Near Leg - EUR/CHF, 14.06.17 (1002550);FX Swap Far Leg - EUR/CHF, 21.06.17 (1002551);12.06.2017;14.06.2017;21.06.2017
132466377;10.06.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 10850845;CHF 10851260;EUR 10000000;FX Swap Near Leg - EUR/CHF, 09.06.17 (1002491);FX Swap Far Leg - EUR/CHF, 12.06.17 (1002492);09.06.2017;09.06.2017;12.06.2017
132455771;09.06.2017;FX swap;Done;RAIFFEISEN BANK INT. AT;0001153.3003 AUX Interim money trading (23);;0001153.MM MACC.SETTLE.IN.USD recon_settle;0001153.MM MACC.SETTLE.OUT.EUR recon_settle;0001153.MM MACC.SETTLE.IN.EUR recon_settle;0001153.MM MACC.SETTLE.OUT.USD recon_settle;USD 11250000;EUR 10000000;EUR 10000000;USD 11267380;FX Swap Near Leg - EUR/USD, 09.06.17 (1002453);FX Swap Far Leg - EUR/USD, 07.07.17 (1002454);08.06.2017;09.06.2017;07.07.2017
132448901;08.06.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 11234320;EUR 10000000;EUR 10000000;USD 11254160;FX Swap Near Leg - EUR/USD, 08.06.17 (1002433);FX Swap Far Leg - EUR/USD, 11.07.17 (1002434);07.06.2017;08.06.2017;11.07.2017
132440805;07.06.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 11253200;EUR 10000000;EUR 10000000;USD 11272680;FX Swap Near Leg - EUR/USD, 08.06.17 (1002416);FX Swap Far Leg - EUR/USD, 10.07.17 (1002417);06.06.2017;08.06.2017;10.07.2017
132440516;07.06.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.AUD recon_settle;0000593.MM MACC.SETTLE.IN.AUD recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 1869775;AUD 2500000;AUD 2500000;USD 1868870;FX Swap Near Leg - AUD/USD, 08.06.17 (1002413);FX Swap Far Leg - AUD/USD, 10.07.17 (1002414);06.06.2017;08.06.2017;10.07.2017
131181498;03.06.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 12000000;CHF 11657533.2;CHF 11659759.2;USD 12000000;FX Swap Near Leg - USD/CHF, 02.06.17 (1002393);FX Swap Far Leg - USD/CHF, 06.06.17 (1002394);02.06.2017;02.06.2017;06.06.2017
131169870;02.06.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 8000000;CHF 8716790.4;CHF 8716915.2;EUR 8000000;FX Swap Near Leg - EUR/CHF, 01.06.17 (1002371);FX Swap Far Leg - EUR/CHF, 02.06.17 (1002372);01.06.2017;01.06.2017;02.06.2017
131160796;01.06.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 7000000;CHF 6822418.4;CHF 6822994.5;USD 7000000;FX Swap Near Leg - USD/CHF, 31.05.17 (1002350);FX Swap Far Leg - USD/CHF, 01.06.17 (1002351);31.05.2017;31.05.2017;01.06.2017
131145747;30.05.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.AUD recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.AUD recon_settle;AUD 1000000;USD 743227;USD 743350;AUD 1000000;FX Swap Near Leg - AUD/USD, 31.05.17 (1002310);FX Swap Far Leg - AUD/USD, 08.06.17 (1002311);29.05.2017;31.05.2017;08.06.2017
131146338;30.05.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 11180100;EUR 10000000;EUR 10000000;USD 11196610;FX Swap Near Leg - EUR/USD, 31.05.17 (1002313);FX Swap Far Leg - EUR/USD, 30.06.17 (1002314);29.05.2017;31.05.2017;30.06.2017
131125977;27.05.2017;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 11208000;EUR 10000000;EUR 10000000;USD 11225200;FX Swap Near Leg - EUR/USD, 30.05.17 (1002272);FX Swap Far Leg - EUR/USD, 30.06.17 (1002273);26.05.2017;30.05.2017;30.06.2017
131101201;25.05.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 10000000;CHF 9753206;CHF 9754279;USD 10000000;FX Swap Near Leg - USD/CHF, 24.05.17 (1002251);FX Swap Far Leg - USD/CHF, 26.05.17 (1002252);24.05.2017;24.05.2017;26.05.2017
131093212;24.05.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.AUD recon_settle;0000593.MM MACC.SETTLE.IN.AUD recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 2997936;AUD 4000000;AUD 4000000;USD 2997076;FX Swap Near Leg - AUD/USD, 24.05.17 (1002233);FX Swap Far Leg - AUD/USD, 08.06.17 (1002234);23.05.2017;24.05.2017;08.06.2017
131092990;24.05.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.JPY recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.JPY recon_settle;JPY 1200000000;USD 10834236.19;USD 10805513.19;JPY 1200000000;FX Swap Near Leg - JPY/USD, 24.05.17 (1002230);FX Swap Far Leg - JPY/USD, 25.07.17 (1002231);23.05.2017;24.05.2017;25.07.2017
131085692;23.05.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 10000000;CHF 9745939;CHF 9746492;USD 10000000;FX Swap Near Leg - USD/CHF, 22.05.17 (1002213);FX Swap Far Leg - USD/CHF, 23.05.17 (1002214);22.05.2017;22.05.2017;23.05.2017
131064764;20.05.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 10903951;CHF 10904371;EUR 10000000;FX Swap Near Leg - EUR/CHF, 19.05.17 (1002190);FX Swap Far Leg - EUR/CHF, 22.05.17 (1002191);19.05.2017;19.05.2017;22.05.2017
131054315;19.05.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025502978 BE87480945108794 Nostro Account EUR;000025502978 BE87480945108794 Nostro Account EUR;0000255.MM MACC.SETTLE.OUT.USD recon_settle;USD 16656690;EUR 15000000;EUR 15000000;USD 16684080;FX Swap Near Leg - EUR/USD, 19.05.17 (1002173);FX Swap Far Leg - EUR/USD, 23.06.17 (1002174);18.05.2017;19.05.2017;23.06.2017
131053636;19.05.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 16713300;EUR 15000000;EUR 15000000;USD 16737645;FX Swap Near Leg - EUR/USD, 22.05.17 (1002170);FX Swap Far Leg - EUR/USD, 22.06.17 (1002171);18.05.2017;22.05.2017;22.06.2017
131046243;18.05.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 11090500;EUR 10000000;EUR 10000000;USD 11098140;FX Swap Near Leg - EUR/USD, 18.05.17 (1002150);FX Swap Far Leg - EUR/USD, 02.06.17 (1002151);17.05.2017;18.05.2017;02.06.2017
131014443;13.05.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CAD recon_settle;0000593.MM MACC.SETTLE.IN.CAD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 1334241.51;CAD 2000000;CAD 2000000;EUR 1333949.62;FX Swap Near Leg - CAD/EUR, 15.05.17 (1002089);FX Swap Far Leg - CAD/EUR, 23.05.17 (1002090);12.05.2017;15.05.2017;23.05.2017
131014373;13.05.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 15000000;CHF 16452750;CHF 16452964.5;EUR 15000000;FX Swap Near Leg - EUR/CHF, 15.05.17 (1002086);FX Swap Far Leg - EUR/CHF, 16.05.17 (1002087);12.05.2017;15.05.2017;16.05.2017
131013663;13.05.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.CHF recon_settle;0000123.MM MACC.SETTLE.IN.CHF recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 20000000;CHF 21898880;CHF 21899706;EUR 20000000;FX Swap Near Leg - EUR/CHF, 12.05.17 (1002076);FX Swap Far Leg - EUR/CHF, 15.05.17 (1002077);12.05.2017;12.05.2017;15.05.2017
131014252;13.05.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;CHF 10051300;USD 10000000;USD 10000000;CHF 10049680;FX Swap Near Leg - USD/CHF, 16.05.17 (1002080);FX Swap Far Leg - USD/CHF, 19.05.17 (1002081);12.05.2017;16.05.2017;19.05.2017
130999231;11.05.2017;FX swap;Done;BANQUE CANTONALE GENEVE;0000231.3004 AUX Interim money trading (23);;0000231.MM MACC.SETTLE.IN.USD recon_settle;0000231.MM MACC.SETTLE.OUT.EUR recon_settle;0000231.MM MACC.SETTLE.IN.EUR recon_settle;0000231.MM MACC.SETTLE.OUT.USD recon_settle;USD 10870000;EUR 10000000;EUR 10000000;USD 10885850;FX Swap Near Leg - EUR/USD, 11.05.17 (1002033);FX Swap Far Leg - EUR/USD, 12.06.17 (1002034);10.05.2017;11.05.2017;12.06.2017
130999198;11.05.2017;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.CHF recon_settle;8000132.MM MACC.SETTLE.IN.CHF recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 10000000;CHF 10041540;CHF 10060190;USD 10000000;FX Swap Near Leg - USD/CHF, 10.05.17 (1002030);FX Swap Far Leg - USD/CHF, 12.06.17 (1002031);10.05.2017;10.05.2017;12.06.2017
130992462;10.05.2017;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.EUR recon_settle;0000937.MM MACC.SETTLE.IN.EUR recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 5460000;EUR 5000000;EUR 5000000;USD 5460250;FX Swap Near Leg - EUR/USD, 10.05.17 (1002010);FX Swap Far Leg - EUR/USD, 11.05.17 (1002011);09.05.2017;10.05.2017;11.05.2017
129736369;05.05.2017;FX swap;Reversed;RAIFFEISEN BANK INT. AT;0001153.3003 AUX Interim money trading (23);;0001153.MM MACC.SETTLE.IN.USD recon_settle;0001153.MM MACC.SETTLE.OUT.EUR recon_settle;0001153.MM MACC.SETTLE.IN.EUR recon_settle;0001153.MM MACC.SETTLE.OUT.USD recon_settle;USD 10938000;EUR 10000000;EUR 10000000;USD 10954300;FX Swap Near Leg - EUR/USD, 04.05.17 (1001953);FX Swap Far Leg - EUR/USD, 04.05.17 (1001954);04.05.2017;08.05.2017;08.06.2017
129736406;05.05.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 10936260;EUR 10000000;EUR 10000000;USD 10953200;FX Swap Near Leg - EUR/USD, 05.05.17 (1001959);FX Swap Far Leg - EUR/USD, 08.06.17 (1001960);04.05.2017;05.05.2017;08.06.2017
129729769;04.05.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.CHF recon_settle;0001003.MM MACC.SETTLE.IN.CHF recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 10000000;CHF 10813125;CHF 10813259;EUR 10000000;FX Swap Near Leg - EUR/CHF, 03.05.17 (1001930);FX Swap Far Leg - EUR/CHF, 04.05.17 (1001931);03.05.2017;03.05.2017;04.05.2017
129673768;28.04.2017;FX swap;Done;CORNER BANCA S.A. LUGANO;0000937.3002 AUX Interim money trading (23);;0000937.MM MACC.SETTLE.IN.USD recon_settle;0000937.MM MACC.SETTLE.OUT.CHF recon_settle;0000937.MM MACC.SETTLE.IN.CHF recon_settle;0000937.MM MACC.SETTLE.OUT.USD recon_settle;USD 10000000;CHF 9940000;CHF 9958000;USD 10000000;FX Swap Near Leg - USD/CHF, 02.05.17 (1001872);FX Swap Far Leg - USD/CHF, 02.06.17 (1001873);27.04.2017;02.05.2017;02.06.2017
129664934;27.04.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.USD recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.USD recon_settle;USD 10904250;EUR 10000000;EUR 10000000;USD 10921650;FX Swap Near Leg - EUR/USD, 26.04.17 (1001850);FX Swap Far Leg - EUR/USD, 31.05.17 (1001851);26.04.2017;26.04.2017;31.05.2017
129659145;26.04.2017;FX swap;Done;ZUERCHER KB BC 700;0001003.3004 AUX Interim money trading (23);;0001003.MM MACC.SETTLE.IN.USD recon_settle;0001003.MM MACC.SETTLE.OUT.EUR recon_settle;0001003.MM MACC.SETTLE.IN.EUR recon_settle;0001003.MM MACC.SETTLE.OUT.USD recon_settle;USD 13062960;EUR 12000000;EUR 12000000;USD 13082976;FX Swap Near Leg - EUR/USD, 27.04.17 (1001830);FX Swap Far Leg - EUR/USD, 30.05.17 (1001831);25.04.2017;27.04.2017;30.05.2017
129646381;25.04.2017;FX swap;Done;BANK JULIUS BAER ZURICH;8000132.3001 AUX Interim money trading (23);;8000132.MM MACC.SETTLE.IN.USD recon_settle;8000132.MM MACC.SETTLE.OUT.EUR recon_settle;8000132.MM MACC.SETTLE.IN.EUR recon_settle;8000132.MM MACC.SETTLE.OUT.USD recon_settle;USD 10859000;EUR 10000000;EUR 10000000;USD 10874250;FX Swap Near Leg - EUR/USD, 26.04.17 (1001810);FX Swap Far Leg - EUR/USD, 26.05.17 (1001811);24.04.2017;26.04.2017;26.05.2017
129632703;22.04.2017;FX swap;Done;COMMERZBANK AG;0000593.3003 AUX Interim money trading (23);;0000593.MM MACC.SETTLE.IN.EUR recon_settle;0000593.MM MACC.SETTLE.OUT.CHF recon_settle;0000593.MM MACC.SETTLE.IN.CHF recon_settle;0000593.MM MACC.SETTLE.OUT.EUR recon_settle;EUR 5000000;CHF 5348636.5;CHF 5348884;EUR 5000000;FX Swap Near Leg - EUR/CHF, 21.04.17 (1001793);FX Swap Far Leg - EUR/CHF, 24.04.17 (1001794);21.04.2017;21.04.2017;24.04.2017
129613945;21.04.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.JPY recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.JPY recon_settle;JPY 1180000000;USD 10833490.17;USD 10821319.83;JPY 1180000000;FX Swap Near Leg - JPY/USD, 24.04.17 (1001770);FX Swap Far Leg - JPY/USD, 24.05.17 (1001771);20.04.2017;24.04.2017;24.05.2017
129608636;20.04.2017;FX swap;Done;KBC BANK BRUSSELS;0000255.3003 AUX Interim money trading (23);;000025508578 BE27488591888273NOK Nostro Account NOK;0000255.MM MACC.SETTLE.OUT.USD recon_settle;0000255.MM MACC.SETTLE.IN.USD recon_settle;000025508578 BE27488591888273NOK Nostro Account NOK;NOK 1000000;USD 116852.01;USD 116826.96;NOK 1000000;FX Swap Near Leg - NOK/USD, 20.04.17 (1001759);FX Swap Far Leg - NOK/USD, 22.05.17 (1001760);19.04.2017;20.04.2017;22.05.2017
129608175;20.04.2017;FX swap;Done;LANDESBANK BADEN-WUERTTEM;0000123.3003 AUX Interim money trading (23);;0000123.MM MACC.SETTLE.IN.USD recon_settle;0000123.MM MACC.SETTLE.OUT.EUR recon_settle;0000123.MM MACC.SETTLE.IN.EUR recon_settle;0000123.MM MACC.SETTLE.OUT.USD recon_settle;USD 16076595;EUR 15000000;EUR 15000000;USD 16101600;FX Swap Near Leg - EUR/USD, 19.04.17 (1001753);FX Swap Far Leg - EUR/USD, 22.05.17 (1001754);19.04.2017;19.04.2017;22.05.2017
